Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
EuroPost Agency,@EuroPostAgency,2024-10-13T18:30:00.000Z,True,"Indonesia's Prabowo Mulls Corporate Tax Cut, According to Reports.#Europost",0,0,0,0,['#Europost'],[],[],https://pbs.twimg.com/profile_images/1722992596006404096/cLnf_env_normal.jpg,https://x.com/EuroPostAgency/status/1845532455941599735,tweet_id:1845532455941599735
𝗕𝗮𝗵𝗹𝘂𝗹 𝗠𝘂𝗹𝘆𝗼𝗻𝗼,@LelePecel150424,2024-10-13T18:29:56.000Z,False,"Bagus aja si.
Sepanjang produk jurnalistiknya utk kepentingan msyrkt yg butuh informasi ttg seluk beluk kebijakan penguasa.
Publik butuh media massa yg independen, bkn corong penguasa. Kasihan rakyat.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1829023149419311104/ZjZ1Sy9u_normal.jpg,https://x.com/LelePecel150424/status/1845532440024265121,tweet_id:1845532440024265121
Dika,@Dika49710609,2024-10-13T18:29:30.000Z,False,Kenyataannya ni si bahlul masuk kabinet nya prabowo kok.. Bukti kalo prabowo nurut sama si mulyono,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1547438493193818113/CWzEdrmC_normal.jpg,https://x.com/Dika49710609/status/1845532330066370815,tweet_id:1845532330066370815
Auni Shafiyah,@auni_shafiyahh,2024-10-13T18:29:13.000Z,False,Prabowo hadirkan drone untuk menjaga Papua dengan baik dan maksimal!,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1699278068697993216/Cx-9ugNb_normal.jpg,https://x.com/auni_shafiyahh/status/1845532258964582718,tweet_id:1845532258964582718
Wonge dewek,@Rakyatpantura,2024-10-13T18:29:06.000Z,False,Ngomongin . Paloh . Mega . Cak Imin . Sby .,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1374907706239119361/kCiQG8_k_normal.jpg,https://x.com/Rakyatpantura/status/1845532230028030098,tweet_id:1845532230028030098
Jaya Kuswoyo,@jaya_kuswoyo2,2024-10-13T18:28:55.000Z,False,Terima kasih Prabowo-Gibran Program ini sangat inspiratif dan penuh manfaat #MakanBergiziUntukBangsa,0,0,0,0,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1701119913023455232/8p2D7ty8_normal.jpg,https://x.com/jaya_kuswoyo2/status/1845532181411893392,tweet_id:1845532181411893392
Suripto Bambang,@suripto_bamban,2024-10-13T18:28:52.000Z,False,"Langkah tepat Prabowo-Gibran, makan bergizi gratis untuk anak bangsa. #MakanBergiziUntukBangsa",0,0,0,0,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1703692805305249792/YM0RHZe7_normal.jpg,https://x.com/suripto_bamban/status/1845532171278442843,tweet_id:1845532171278442843
¥ a u m e n e e r,@mamagemoybiasa,2024-10-13T18:28:07.000Z,False,"terimakasih Bapak Jokowi, selamad mengemban tugas Bapak Prabowo Subianto bawa Indonesia jadi lebihbaik lagi, rakyad nya makmur sejahtera

pict by. ",0,0,0,2,[],['@kompascom'],[],https://pbs.twimg.com/profile_images/1493085209259962370/IfTMNACv_normal.jpg,https://x.com/mamagemoybiasa/status/1845531982215983582,tweet_id:1845531982215983582
redcamel,@322redcamel,2024-10-13T18:26:47.000Z,False,Yg bela penjajah tanda nya sakit jiwa itu bg,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1727769753400578048/G3ussmbg_normal.jpg,https://x.com/322redcamel/status/1845531645434339452,tweet_id:1845531645434339452
EuroPost Agency,@EuroPostAgency,2024-10-13T18:30:00.000Z,True,"Indonesia's Prabowo Mulls Corporate Tax Cut, According to Reports.#Europost",0,0,0,0,['#Europost'],[],[],https://pbs.twimg.com/profile_images/1722992596006404096/cLnf_env_normal.jpg,https://x.com/EuroPostAgency/status/1845532455941599735,tweet_id:1845532455941599735
𝗕𝗮𝗵𝗹𝘂𝗹 𝗠𝘂𝗹𝘆𝗼𝗻𝗼,@LelePecel150424,2024-10-13T18:29:56.000Z,False,"Bagus aja si.
Sepanjang produk jurnalistiknya utk kepentingan msyrkt yg butuh informasi ttg seluk beluk kebijakan penguasa.
Publik butuh media massa yg independen, bkn corong penguasa. Kasihan rakyat.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1829023149419311104/ZjZ1Sy9u_normal.jpg,https://x.com/LelePecel150424/status/1845532440024265121,tweet_id:1845532440024265121
Dika,@Dika49710609,2024-10-13T18:29:30.000Z,False,Kenyataannya ni si bahlul masuk kabinet nya prabowo kok.. Bukti kalo prabowo nurut sama si mulyono,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1547438493193818113/CWzEdrmC_normal.jpg,https://x.com/Dika49710609/status/1845532330066370815,tweet_id:1845532330066370815
Fatih Fahmi,@fatih_fahmi72,2024-10-13T18:26:06.000Z,False,Semangat untuk perubahan! Yakin Prabowo bisa bawa arah baru untuk Indonesia!,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1687007809500778496/XJDI6m8k_normal.jpg,https://x.com/fatih_fahmi72/status/1845531473161707791,tweet_id:1845531473161707791
donibar,@donibar,2024-10-13T18:25:55.000Z,False,"Ketika ada masalah antara presiden dengan wakil presiden, menurutku Prabowo akan mengurusnya secara pribadi dalam keheningan kuasa seorang presiden.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1754159480277999616/KZbe2DQ4_normal.jpg,https://x.com/donibar/status/1845531427934519805,tweet_id:1845531427934519805
Komah Nimana,@komah_nimana,2024-10-13T18:25:37.000Z,False,Terima kasih Prabowo-Gibran Program ini bantu wujudkan generasi yang sehat #MakanBergiziUntukBangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1681875252945768448/JyU896x1_normal.jpg,https://x.com/komah_nimana/status/1845531354815172683,tweet_id:1845531354815172683
The Den,@TheDent10558027,2024-10-13T18:24:28.000Z,True,Dengar tuh fufufafa yang mencaci maki ,0,0,0,2,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1835632016534147072/gbsg04Pv_normal.jpg,https://x.com/TheDent10558027/status/1845531062165971309,tweet_id:1845531062165971309
Kintan,@jayusman92,2024-10-13T18:24:27.000Z,False,Apakah Prabowo juga akan memelihara buzzer?,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1838629417444347904/VPHwuAnT_normal.jpg,https://x.com/jayusman92/status/1845531058701525332,tweet_id:1845531058701525332
Ridho,@gozrid1,2024-10-13T18:24:13.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845531000958525597,tweet_id:1845531000958525597
¥ a u m e n e e r,@mamagemoybiasa,2024-10-13T18:23:41.000Z,False,"Presiden ke 8 RI Prabowo Subianto, berikud silsilah keluarga Prabowo",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1493085209259962370/IfTMNACv_normal.jpg,https://x.com/mamagemoybiasa/status/1845530867923669411,tweet_id:1845530867923669411
Aku Punya,@AkuPuny61743405,2024-10-13T18:21:53.000Z,False,Utaman keselamatan,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1825924596379668480/5waH0MB4_normal.jpg,https://x.com/AkuPuny61743405/status/1845530412409643184,tweet_id:1845530412409643184
Im yAn,@xyxyan14,2024-10-13T18:21:40.000Z,False,Ngakak bener liat tulisan si fufufafa. Itu imajinasi apaan kocak . Parah bener prabowo dihina gitu.,0,0,0,7,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1826328620966838276/3f-8TTH1_normal.jpg,https://x.com/xyxyan14/status/1845530358026252721,tweet_id:1845530358026252721
Laedy,@Laedy_ning,2024-10-13T18:21:20.000Z,False,Titip yaa fufufafaaaaa,0,0,0,7,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1826224739410452480/c02Th6LZ_normal.jpg,https://x.com/Laedy_ning/status/1845530274039521529,tweet_id:1845530274039521529
Brojo Musthi,@BMusthi42938,2024-10-13T18:20:57.000Z,False,Tlong pk  di tindak lanjuti..,0,0,0,0,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1814565202081558529/qf4gnUST_normal.png,https://x.com/BMusthi42938/status/1845530177658601765,tweet_id:1845530177658601765
Gabino Arthur,@gabino_arthur12,2024-10-13T18:20:36.000Z,False,"Makan siang bergizi gratis, inisiatif Prabowo-Gibran yang tepat sasaran! #MakanBergiziUntukBangsa",0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1684504215534837760/psnHTI14_normal.jpg,https://x.com/gabino_arthur12/status/1845530090958098774,tweet_id:1845530090958098774
Zahra Putri,@zzahra_putri44,2024-10-13T18:20:12.000Z,False,Prabowo-Gibran memprioritaskan kesehatan anak-anak demi masa depan yang lebih baik!,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1702593873724502016/f5UZIHcY_normal.jpg,https://x.com/zzahra_putri44/status/1845529989149847963,tweet_id:1845529989149847963
MasBRO,@MasBRO_back,2024-10-13T18:19:44.000Z,False,Penjajah kok dibela....,1,1,1,1,[],[],[],https://pbs.twimg.com/profile_images/1729453315350806528/A78-FOTL_normal.jpg,https://x.com/MasBRO_back/status/1845529872715964560,tweet_id:1845529872715964560
WaSaBi,@Sky_Buz5,2024-10-13T18:18:16.000Z,False,"Ntar si Yakult di tangkap pas Prabowo naik, semua yg korupsi bakal masuk bui",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1836599091436097541/yrlk2hIG_normal.jpg,https://x.com/Sky_Buz5/status/1845529502191087648,tweet_id:1845529502191087648
Sasya Athira,@sasya_athira,2024-10-13T18:17:52.000Z,False,Anak-anak yang sehat adalah harapan bangsa Prabowo-Gibran bantu wujudkan #MakanBergiziUntukBangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1694587353548181504/qGRouLty_normal.jpg,https://x.com/sasya_athira/status/1845529403125858440,tweet_id:1845529403125858440
Hana suryani,@hana_suryani454,2024-10-13T18:17:34.000Z,False,"Anak-anak tumbuh sehat, Indonesia makin hebat! Thanks Prabowo-Gibran! #MakanBergiziUntukBangsa",0,0,0,1,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1811342407994351616/5Pdr-dtp_normal.jpg,https://x.com/hana_suryani454/status/1845529325988467130,tweet_id:1845529325988467130
Yayan Marutag,@yayan_maru67,2024-10-13T18:16:58.000Z,False,Program ini menunjukkan bahwa Prabowo-Gibran punya visi jangka panjang untuk Indonesia yang lebih baik. #MakanBergiziUntukBangsa,0,0,0,7,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1686226099074936832/fR-WY7pJ_normal.jpg,https://x.com/yayan_maru67/status/1845529175362555913,tweet_id:1845529175362555913
Andreo,@Andreospagiez,2024-10-13T18:16:27.000Z,True,  ,0,0,0,4,[],"['@Puspen_TNI', '@tni_ad', '@prabowo']",[],https://pbs.twimg.com/profile_images/1508137880916426753/TvOK6TE7_normal.jpg,https://x.com/Andreospagiez/status/1845529047612486061,tweet_id:1845529047612486061
Laila Maulida,@laila_maulida54,2024-10-13T18:16:10.000Z,False,Terima kasih Prabowo-Gibran Program makan bergizi gratis ini bantu cegah stunting untuk masa depan Indonesia #MakanBergiziUntukBangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1815992406392856579/6Zkj4Z7-_normal.jpg,https://x.com/laila_maulida54/status/1845528975541743751,tweet_id:1845528975541743751
Muhammad Ridwan,@mhmmd_ridwan65,2024-10-13T18:16:04.000Z,False,Anak Sumatera bebas dari stunting berkat makan sehat Terima kasih Prabowo-Gibran #MakanBergiziUntukBangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1681963190958292992/sfAZ3lv7_normal.jpg,https://x.com/mhmmd_ridwan65/status/1845528950505968070,tweet_id:1845528950505968070
,@zenus,2024-10-13T18:15:58.000Z,False,"nih, gemoy bgt ",0,0,0,15,[],['@prabowo'],[],https://pbs.twimg.com/profile_images/1842463269526921216/FG86lclH_normal.jpg,https://x.com/zenus/status/1845528924484505665,tweet_id:1845528924484505665
Gilang Amardan,@gilang_amrdn,2024-10-13T18:15:53.000Z,False,Prabowo-Gibran peduli pada masa depan bangsa dengan memastikan anak-anak Indonesia tumbuh sehat melalui gizi yang cukup. #MakanBergiziUntukBangsa,0,0,0,4,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1696749399727386624/RxJ4CMfE_normal.jpg,https://x.com/gilang_amrdn/status/1845528903982702780,tweet_id:1845528903982702780
Samiah Pudjiastuti,@samiah_pdjstti,2024-10-13T18:15:48.000Z,False,Prabowo-Gibran ngerti banget pentingnya investasi di kesehatan generasi muda. #MakanBergiziUntukBangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1699285526111797248/8uB6IlL-_normal.jpg,https://x.com/samiah_pdjstti/status/1845528880981172290,tweet_id:1845528880981172290
kaesang,@kaesangx,2024-10-13T18:15:46.000Z,False,Wokeee #TerimaKasihPakJokowi #TerimakasihJokowi selamat datang prabowo,0,0,0,7,"['#TerimaKasihPakJokowi', '#TerimakasihJokowi']",[],[],https://pbs.twimg.com/profile_images/1710612431284920320/l4dMytbf_normal.jpg,https://x.com/kaesangx/status/1845528875595649494,tweet_id:1845528875595649494
Wonge dewek,@Rakyatpantura,2024-10-13T18:14:55.000Z,False,"Prabowo & antek Mulyono
Dasco orang yang saya susupkan di Gerindra ",0,0,0,1,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1374907706239119361/kCiQG8_k_normal.jpg,https://x.com/Rakyatpantura/status/1845528658418835601,tweet_id:1845528658418835601
Ridho,@gozrid1,2024-10-13T18:14:51.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845528644661445080,tweet_id:1845528644661445080
B LAGET,@Bambang_Budimab,2024-10-13T18:14:06.000Z,True,"Tak ada angin, pun hujan, tiba2 Tempo kabarkan badai. ""Memoles Jokowi,"" kata mereka.

Sy coba cari TT di medsos, tak temukan. Cari di mediasiber, juga tak ada berita poles2.

Ooo rupanya, karena gayung ""gagasan memoles"" tak bersambut, makanya badai direkayasa.

Tempo Tempo. ",0,0,0,10,[],[],"['\\U0001f914', '\\U0001f926\\u200d\\u2642\\ufe0f']",https://pbs.twimg.com/profile_images/1609921987203436544/MWf8btRR_normal.jpg,https://x.com/Bambang_Budimab/status/1845528452725932242,tweet_id:1845528452725932242
Ridho,@gozrid1,2024-10-13T18:14:02.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845528439916249151,tweet_id:1845528439916249151
B LAGET,@Bambang_Budimab,2024-10-13T18:13:33.000Z,True,HATER YAMEN :,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1609921987203436544/MWf8btRR_normal.jpg,https://x.com/Bambang_Budimab/status/1845528317002477751,tweet_id:1845528317002477751
asf,@asf1818906,2024-10-13T18:13:10.000Z,False,   ,0,0,0,6,[],"['@Puspen_TNI', '@tni_ad', '@jokowi', '@prabowo']",[],https://pbs.twimg.com/profile_images/1808863666655350784/jUZ3tbCv_normal.jpg,https://x.com/asf1818906/status/1845528219392545220,tweet_id:1845528219392545220
DDhypeNews,@ddhype_com,2024-10-13T18:12:42.000Z,False,Prabowo ke Rumah Jokowi di Solo: Kami Bincang-bincang Ringan: Presiden Terpilih Prabowo Subianto mengunggah foto-foto momen saat dirinya mengunjungi Presiden Jokowi di kediamannya di Solo. http://dlvr.it/TFJLbm,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1059617151349272577/L9q4SY9d_normal.png,https://x.com/ddhype_com/status/1845528103889870965,tweet_id:1845528103889870965
Ridho,@gozrid1,2024-10-13T18:11:58.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527915922120918,tweet_id:1845527915922120918
Muh Yuaran,@yuaran29544,2024-10-13T18:11:57.000Z,False,Asal jangan menyentuh apapun saat disuguhi makan minum.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1822659192542609409/Btlbg73A_normal.jpg,https://x.com/yuaran29544/status/1845527911782306060,tweet_id:1845527911782306060
Ferdi Simbi,@ferdi_simbi4,2024-10-13T18:10:57.000Z,False,Terima kasih Prabowo-Gibran Program makan bergizi gratis ini bawa harapan buat generasi Sulawesi #MakanBergiziUntukBangsa,0,0,0,3,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1692443430121771008/9BiLt7RO_normal.jpg,https://x.com/ferdi_simbi4/status/1845527660656824427,tweet_id:1845527660656824427
Alvin Dolken,@Headofchangess2,2024-10-13T18:10:43.000Z,False,Gizi anak adalah prioritas Terima kasih Prabowo-Gibran atas program makan sehat ini #MakanBergiziUntukBangsa,0,0,0,6,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1742113364011298816/hw5vK0oP_normal.jpg,https://x.com/Headofchangess2/status/1845527604360814931,tweet_id:1845527604360814931
Ridho,@gozrid1,2024-10-13T18:10:39.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527585520050202,tweet_id:1845527585520050202
Ridho,@gozrid1,2024-10-13T18:09:55.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527401125785863,tweet_id:1845527401125785863
Ridho,@gozrid1,2024-10-13T18:09:34.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527314710540538,tweet_id:1845527314710540538
Ridho,@gozrid1,2024-10-13T18:09:08.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527206434586987,tweet_id:1845527206434586987
Ridho,@gozrid1,2024-10-13T18:08:42.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527096279662720,tweet_id:1845527096279662720
Afiza Ghania,@afizaa_ghania,2024-10-13T18:08:28.000Z,False,"Prabowo-Gibran paham, gizi adalah pondasi utama bagi SDM yang hebat!",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1696073817586802688/SyzkbAFh_normal.jpg,https://x.com/afizaa_ghania/status/1845527035755860357,tweet_id:1845527035755860357
Im yAn,@xyxyan14,2024-10-13T18:08:27.000Z,False,Cawe cawe mulyono,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1826328620966838276/3f-8TTH1_normal.jpg,https://x.com/xyxyan14/status/1845527034099097677,tweet_id:1845527034099097677
Ridho,@gozrid1,2024-10-13T18:08:20.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845527003602297145,tweet_id:1845527003602297145
Mohammad Iskandar,@mohammad_iskand,2024-10-13T18:07:45.000Z,False,Gizi seimbang adalah hak semua anak. Terima kasih Prabowo-Gibran untuk program luar biasa ini!,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1694960935927160832/faw-0nR0_normal.jpg,https://x.com/mohammad_iskand/status/1845526856227008909,tweet_id:1845526856227008909
AJ,@BJendral76531,2024-10-13T18:07:41.000Z,False,Tenang...akan saya kirim armada ini...,0,0,0,4,[],[],['\\U0001f600'],https://pbs.twimg.com/profile_images/1815387938173472769/FIyJMUN-_normal.jpg,https://x.com/BJendral76531/status/1845526841584681309,tweet_id:1845526841584681309
Ridho,@gozrid1,2024-10-13T18:07:28.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845526785947205905,tweet_id:1845526785947205905
Laila Maulida,@laila_maulida54,2024-10-13T18:07:18.000Z,False,Terima kasih Prabowo-Gibran Program makan bergizi gratis ini selamatkan masa depan anak-anak kita #MakanBergiziUntukBangsa,0,0,0,5,['#MakanBergiziUntukBangsa'],[],[],https://pbs.twimg.com/profile_images/1815992406392856579/6Zkj4Z7-_normal.jpg,https://x.com/laila_maulida54/status/1845526741458329964,tweet_id:1845526741458329964
"PRABOWO,bukan.praNOwo",@prabu170814,2024-10-13T18:06:47.000Z,False,,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1828319489827667968/t8kPCpew_normal.jpg,https://x.com/prabu170814/status/1845526612953231789,tweet_id:1845526612953231789
Papa4d2,@raniaguan_,2024-10-13T18:06:32.000Z,False," ,  semua warga keturunan profesi penceramah deportasi kenegara asal.... ajaran sesat ngibul cabul",0,0,0,9,[],"['@DPR_RI', '@prabowo']",[],https://pbs.twimg.com/profile_images/1829961822893756416/jwM1Pm5U_normal.jpg,https://x.com/raniaguan_/status/1845526551926084042,tweet_id:1845526551926084042
Ridho,@gozrid1,2024-10-13T18:06:30.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845526541373161682,tweet_id:1845526541373161682
Anti Premanisme !,@SsPasadena,2024-10-13T18:06:30.000Z,False,"Jokowi mungkin minta kepastian pada Prabowo agar gibran harus dilantik !, 
Karena dia merasa berjasa besar membuatnya menang di Pilpres 2024 !",0,0,0,12,[],[],[],https://pbs.twimg.com/profile_images/1796209341424660480/y7oKEs7c_normal.jpg,https://x.com/SsPasadena/status/1845526540039418096,tweet_id:1845526540039418096
"PRABOWO,bukan.praNOwo",@prabu170814,2024-10-13T18:06:06.000Z,False,,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1828319489827667968/t8kPCpew_normal.jpg,https://x.com/prabu170814/status/1845526443159404774,tweet_id:1845526443159404774
Ridho,@gozrid1,2024-10-13T18:05:47.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845526361492091191,tweet_id:1845526361492091191
Muhammad Azka Abqory,@DatuLiang,2024-10-13T18:05:29.000Z,False,Jagoan Gue Prabowo kale,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1813352469122228224/ubEOAWru_normal.jpg,https://x.com/DatuLiang/status/1845526287823344076,tweet_id:1845526287823344076
Ridho,@gozrid1,2024-10-13T18:05:01.000Z,False,Knp kalian pilih di 2019 knp bukan prabowo dan knp baru sekarang prabowo yg di pilih ini semua kalian kan yg mau udah jelas sejak dulu menjabat 5 taun juga jelek knp kalin pilih lagi sampai 2 priode itu salah kalian sendiri saya org purwakarta 89% memilih prabowo di thn  2019,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1757255546171015168/zybRcWft_normal.jpg,https://x.com/gozrid1/status/1845526169338458499,tweet_id:1845526169338458499
,@itstime4changed,2024-10-13T18:03:46.000Z,False,politik terosss,0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1826402979336814592/yn5SQykj_normal.jpg,https://x.com/itstime4changed/status/1845525854706868467,tweet_id:1845525854706868467
Bagus Kuncoro Tanding,@etzionich,2024-10-13T18:03:00.000Z,True,"Pak   tolong prajurit2 ini segera dikirim ke Lebanon. Keburu udahan entar perangnya, ga sempet merasakan misi perdamaian.",0,0,0,34,[],"['@jokowi', '@prabowo']",[],https://pbs.twimg.com/profile_images/1390483325/qpE7Kq9B_normal,https://x.com/etzionich/status/1845525663148822645,tweet_id:1845525663148822645
